complaint_id,filed_on,resolved_on,ward,category,description,status,channel,priority,citizen_age,satisfaction_score
GRV-1219,2025-05-15,,Ward-09,Water Supply,Dirty/contaminated water coming from tap,In Progress,Phone Call,Critical,,nan
GRV-1220,2026-01-02,,Ward-03,Public Property,Stray dogs attacking residents near park,Open,Mobile App,Medium,63.0,nan
GRV-1221,2025-01-07,2025-01-30,Ward-18,Public Property,Tree fallen on parked vehicles,Resolved,Mobile App,Medium,46.0,4.0
GRV-1222,2025-02-07,,Ward-04,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Website,Medium,28.0,nan
GRV-1223,2025-10-17,2025-11-07,Ward-02,Public Property,Stray dogs attacking residents near park,Closed,Phone Call,Medium,64.0,3.0
GRV-1224,2024-12-23,,Ward-07,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Walk-In,Medium,20.0,nan
GRV-1225,2026-03-11,,Ward-18,Waste Management,Garbage not collected for a week,In Progress,Phone Call,Low,66.0,nan
GRV-1226,2025-06-28,,Ward-14,Road & Infrastructure,Road construction debris not cleared,Open,WhatsApp,Critical,63.0,nan
GRV-1227,2025-08-05,2025-08-23,Ward-18,Noise & Pollution,Dust from road construction affecting residents,Resolved,Mobile App,Medium,,5.0
GRV-1228,2026-03-20,,Ward-09,Public Property,Tree fallen on parked vehicles,Open,Phone Call,Critical,63.0,nan
GRV-1229,2025-05-24,,Ward-05,Road & Infrastructure,Large pothole causing accidents on highway,Open,WhatsApp,Medium,65.0,nan
GRV-1230,2025-01-25,2025-02-07,Ward-01,Water Supply,Low water pressure in pipes,Resolved,Mobile App,High,,2.0
GRV-1231,2025-08-16,,Ward-11,Waste Management,No waste bins available in the area,In Progress,Walk-In,Medium,55.0,nan
GRV-1232,2025-01-10,2025-01-29,Ward-19,Public Property,Tree fallen on parked vehicles,Resolved,WhatsApp,Low,41.0,4.0
GRV-1233,2024-11-15,,Ward-20,Water Supply,Low water pressure in pipes,Open,Mobile App,Medium,39.0,nan
GRV-1234,2025-05-30,2025-05-31,Ward-16,Road & Infrastructure,Speed breaker removed without notice,Resolved,WhatsApp,Medium,58.0,1.0
GRV-1235,2025-01-24,2025-01-30,Ward-04,Road & Infrastructure,Road completely waterlogged after rain,Resolved,Phone Call,Medium,56.0,2.0
GRV-1236,2025-02-20,,Ward-10,Road & Infrastructure,Road construction debris not cleared,In Progress,Mobile App,Low,66.0,nan
GRV-1237,2024-10-09,,Ward-10,Sewage & Drainage,Sewage overflowing onto road,Open,Walk-In,High,49.0,nan
GRV-1238,2025-06-21,,Ward-04,Noise & Pollution,Burning of garbage creating air pollution,Open,Mobile App,Medium,37.0,nan
GRV-1239,2025-10-18,,Ward-18,Street Lighting,Frequent power fluctuation in area,Open,Walk-In,Medium,21.0,nan
GRV-1240,2026-02-27,,,Noise & Pollution,Burning of garbage creating air pollution,Open,Mobile App,Medium,,nan
GRV-1241,2024-12-26,2025-01-14,Ward-19,Street Lighting,Street lights not working for 2 weeks,Closed,Website,Medium,36.0,4.0
GRV-1242,2025-08-05,,Ward-13,Public Property,Stray dogs attacking residents near park,Open,Mobile App,Critical,,nan
GRV-1243,2025-09-17,,Ward-12,Waste Management,Garbage truck does not come on schedule,In Progress,Mobile App,Medium,45.0,nan
GRV-1244,2025-12-19,,Ward-13,Water Supply,Low water pressure in pipes,In Progress,WhatsApp,Low,50.0,nan
GRV-1245,2025-03-08,2025-03-13,Ward-08,Noise & Pollution,Burning of garbage creating air pollution,Resolved,Phone Call,High,21.0,4.0
GRV-1246,2025-03-01,2025-03-10,Ward-17,Water Supply,Water meter not working properly,Resolved,WhatsApp,Low,,2.0
GRV-1247,2026-02-24,,Ward-05,Noise & Pollution,Burning of garbage creating air pollution,In Progress,Walk-In,Low,53.0,nan
GRV-1248,2025-10-06,,Ward-05,Road & Infrastructure,Road completely waterlogged after rain,Open,Mobile App,Low,20.0,nan
GRV-1249,2026-03-04,,Ward-19,Noise & Pollution,Loud music from nearby event venue,In Progress,WhatsApp,Medium,59.0,nan
GRV-1250,2025-10-10,,Ward-11,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Walk-In,Medium,58.0,nan
GRV-1251,2025-10-16,2025-11-10,Ward-09,Street Lighting,Short circuit sparks from street light,Resolved,WhatsApp,Low,37.0,1.0
GRV-1252,2024-10-28,,Ward-15,Sewage & Drainage,Sewage overflowing onto road,Open,Mobile App,Low,18.0,nan
GRV-1253,2025-07-28,,Ward-03,Noise & Pollution,Burning of garbage creating air pollution,Open,WhatsApp,Medium,,nan
GRV-1254,2025-09-26,,Ward-02,Street Lighting,Short circuit sparks from street light,In Progress,Website,Critical,60.0,nan
GRV-1255,2025-07-11,,,Sewage & Drainage,Blocked drain causing flooding in colony,Open,Website,Medium,54.0,nan
GRV-1256,2026-02-09,,Ward-11,Water Supply,Water pipeline leakage on main road,Open,Mobile App,Medium,64.0,nan
GRV-1257,2025-06-08,,Ward-15,Waste Management,Garbage not collected for a week,Open,Website,Medium,19.0,nan
GRV-1258,2024-10-20,,Ward-10,Sewage & Drainage,Blocked drain causing flooding in colony,In Progress,Website,Medium,52.0,nan
GRV-1259,2024-11-28,,Ward-11,Road & Infrastructure,Road construction debris not cleared,Open,Mobile App,Medium,31.0,nan
GRV-1260,2025-05-30,,Ward-20,Sewage & Drainage,Manhole cover missing – safety hazard,Open,,High,51.0,nan
GRV-1261,2025-04-03,,Ward-05,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Phone Call,Medium,60.0,nan
GRV-1262,2025-07-21,,Ward-03,Public Property,Stray dogs attacking residents near park,Open,,Medium,62.0,nan
GRV-1263,2025-10-10,2025-11-02,Ward-17,Street Lighting,Electric pole fallen on road – dangerous,Resolved,Mobile App,Medium,25.0,5.0
GRV-1264,2026-02-07,,Ward-12,Street Lighting,Broken street light reported multiple times,In Progress,Phone Call,Low,72.0,nan
GRV-1265,2025-11-18,2025-11-26,Ward-16,Waste Management,Illegal dumping of waste on street,Closed,Walk-In,Low,64.0,4.0
GRV-1266,2025-09-10,,Ward-04,Waste Management,Overflowing dustbin near bus stop,Open,WhatsApp,High,36.0,nan
GRV-1267,2025-07-31,,Ward-11,Noise & Pollution,Dust from road construction affecting residents,Open,WhatsApp,Low,45.0,nan
GRV-1268,2025-03-10,,Ward-20,Street Lighting,Frequent power fluctuation in area,Open,Walk-In,High,,nan
GRV-1269,2025-08-20,,Ward-08,Water Supply,Water pipeline leakage on main road,In Progress,Website,Medium,21.0,nan
GRV-1270,2025-11-01,,Ward-08,Noise & Pollution,Loud music from nearby event venue,Open,Phone Call,Critical,28.0,nan
GRV-1271,2024-12-04,2024-12-25,Ward-07,Noise & Pollution,Loud music from nearby event venue,Closed,Phone Call,Medium,36.0,1.0
GRV-1272,2025-11-21,,Ward-10,Sewage & Drainage,Manhole cover missing – safety hazard,In Progress,Website,Medium,,nan
GRV-1273,2024-10-03,2024-10-05,Ward-20,Street Lighting,Frequent power fluctuation in area,Resolved,Walk-In,High,23.0,5.0
GRV-1274,2025-03-03,2025-03-19,Ward-18,Water Supply,Water pipeline leakage on main road,Closed,Mobile App,High,54.0,4.0
GRV-1275,2024-11-12,,Ward-06,Sewage & Drainage,Sewage overflowing onto road,Open,Phone Call,Medium,67.0,nan
GRV-1276,2024-10-21,2024-11-05,Ward-03,Sewage & Drainage,Blocked drain causing flooding in colony,Resolved,,Critical,70.0,1.0
GRV-1277,2024-11-20,2024-12-12,Ward-01,Waste Management,No waste bins available in the area,Closed,Website,Low,36.0,5.0
GRV-1278,2025-10-08,,Ward-03,Sewage & Drainage,Foul smell from open drainage channel,Open,Phone Call,Low,64.0,nan
GRV-1279,2025-11-24,2025-12-07,Ward-11,Road & Infrastructure,Large pothole causing accidents on highway,Resolved,Walk-In,Low,21.0,3.0
GRV-1280,2025-06-20,2025-07-03,Ward-05,Road & Infrastructure,Speed breaker removed without notice,Resolved,Website,Medium,48.0,1.0
GRV-1281,2025-12-19,,Ward-07,Water Supply,No water supply for 3 days,Open,Walk-In,Medium,,nan
GRV-1282,2025-03-21,,,Public Property,Encroachment on footpath by shop owners,In Progress,Mobile App,High,30.0,nan
GRV-1283,2025-05-08,,Ward-08,Waste Management,Illegal dumping of waste on street,Open,Website,Medium,27.0,nan
GRV-1284,2025-03-01,,Ward-16,Sewage & Drainage,Manhole cover missing – safety hazard,Open,WhatsApp,Medium,54.0,nan
GRV-1285,2024-11-29,,Ward-05,Public Property,Encroachment on footpath by shop owners,In Progress,Phone Call,Medium,36.0,nan
GRV-1286,2025-12-13,,Ward-14,Sewage & Drainage,Foul smell from open drainage channel,Open,Walk-In,Medium,52.0,nan
GRV-1287,2025-12-06,,Ward-03,Water Supply,Water meter not working properly,Rejected,WhatsApp,Medium,24.0,nan
GRV-1288,2024-12-16,,Ward-13,Noise & Pollution,Dust from road construction affecting residents,In Progress,Website,Low,19.0,nan
GRV-1289,2025-10-09,,Ward-01,Street Lighting,Electric pole fallen on road – dangerous,Open,Phone Call,High,28.0,nan
GRV-1290,2025-07-29,2025-08-08,Ward-04,Road & Infrastructure,Road completely waterlogged after rain,Resolved,WhatsApp,High,49.0,4.0
GRV-1291,2025-09-18,,Ward-18,Road & Infrastructure,Road completely waterlogged after rain,Open,Phone Call,High,50.0,nan
GRV-1292,2026-03-01,,Ward-16,Waste Management,No waste bins available in the area,Rejected,Walk-In,High,25.0,nan
GRV-1293,2024-12-06,,Ward-07,Water Supply,Water pipeline leakage on main road,Open,Mobile App,High,20.0,nan
GRV-1294,2025-03-21,2025-03-23,Ward-17,Water Supply,Dirty/contaminated water coming from tap,Closed,Website,Critical,40.0,4.0
GRV-1295,2025-12-16,,Ward-07,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Phone Call,Medium,48.0,nan
GRV-1296,2025-12-20,2026-01-01,Ward-11,Noise & Pollution,Construction noise beyond permitted hours,Closed,Phone Call,Low,34.0,4.0
GRV-1297,2026-02-27,2026-03-27,Ward-15,Road & Infrastructure,Speed breaker removed without notice,Closed,Website,Medium,68.0,5.0
GRV-1298,2025-06-05,2025-06-26,Ward-12,Waste Management,No waste bins available in the area,Resolved,WhatsApp,Low,37.0,2.0
GRV-1299,2025-12-30,,Ward-20,Water Supply,Water pipeline leakage on main road,Open,Walk-In,Medium,33.0,nan
GRV-1300,2026-02-21,,,Road & Infrastructure,Large pothole causing accidents on highway,Open,Phone Call,Medium,67.0,nan
GRV-1301,2025-09-06,,Ward-15,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Phone Call,Medium,18.0,nan
GRV-1302,2025-11-11,2025-11-17,Ward-14,Public Property,Tree fallen on parked vehicles,Resolved,Phone Call,Medium,52.0,4.0
GRV-1303,2025-01-09,,Ward-13,Noise & Pollution,Construction noise beyond permitted hours,Open,Phone Call,Medium,66.0,nan
GRV-1304,2025-12-03,,Ward-05,Public Property,Public toilet locked / not accessible,Rejected,WhatsApp,Medium,47.0,nan
GRV-1305,2024-10-07,,Ward-08,Street Lighting,Street lights not working for 2 weeks,Open,Phone Call,Medium,,nan
GRV-1306,2025-02-07,2025-02-25,Ward-15,Sewage & Drainage,Sewage overflowing onto road,Resolved,Phone Call,Medium,27.0,1.0
GRV-1307,2025-06-10,,Ward-17,Noise & Pollution,Construction noise beyond permitted hours,In Progress,Phone Call,Medium,31.0,nan
GRV-1308,2025-12-10,,Ward-04,Public Property,Tree fallen on parked vehicles,Open,Mobile App,High,42.0,nan
GRV-1309,2025-10-27,,Ward-18,Street Lighting,Broken street light reported multiple times,In Progress,Mobile App,Low,32.0,nan
GRV-1310,2024-10-12,,Ward-20,Road & Infrastructure,Speed breaker removed without notice,Open,Phone Call,Medium,30.0,nan
GRV-1311,2025-12-21,,Ward-03,Street Lighting,Frequent power fluctuation in area,Open,Website,Low,19.0,nan
GRV-1312,2025-07-14,,Ward-11,Public Property,Stray dogs attacking residents near park,Rejected,Phone Call,High,27.0,nan
GRV-1313,2025-06-10,,Ward-10,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Walk-In,High,40.0,nan
GRV-1314,2025-02-26,2025-03-17,Ward-17,Public Property,Public toilet locked / not accessible,Resolved,Walk-In,Low,24.0,4.0
GRV-1315,2025-06-17,,Ward-16,Waste Management,Overflowing dustbin near bus stop,Open,Mobile App,Medium,54.0,nan
GRV-1316,2025-05-09,,Ward-18,Sewage & Drainage,Foul smell from open drainage channel,In Progress,Walk-In,Medium,56.0,nan
GRV-1317,2026-01-26,,Ward-16,Water Supply,No water supply for 3 days,Open,WhatsApp,Medium,31.0,nan
GRV-1318,2026-02-22,,Ward-11,Street Lighting,Broken street light reported multiple times,Open,Mobile App,Medium,,nan
GRV-1319,2026-01-14,,Ward-18,Public Property,Encroachment on footpath by shop owners,Open,WhatsApp,Low,18.0,nan
GRV-1320,2025-05-30,,Ward-02,Waste Management,No waste bins available in the area,In Progress,Mobile App,Medium,54.0,nan
GRV-1321,2026-01-08,,Ward-08,Road & Infrastructure,Road completely waterlogged after rain,Open,Phone Call,Critical,38.0,nan
GRV-1322,2026-02-22,2026-03-22,Ward-09,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Walk-In,Medium,35.0,1.0
GRV-1323,2025-12-10,,Ward-10,Sewage & Drainage,Foul smell from open drainage channel,Open,WhatsApp,Medium,59.0,nan
GRV-1324,2025-04-10,,Ward-19,Sewage & Drainage,Blocked drain causing flooding in colony,In Progress,Walk-In,Low,18.0,nan
GRV-1325,2025-01-05,,Ward-19,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Mobile App,High,57.0,nan
GRV-1326,2025-04-18,,Ward-19,Water Supply,No water supply for 3 days,Open,Phone Call,Medium,40.0,nan
GRV-1327,2025-11-20,,Ward-01,Noise & Pollution,Dust from road construction affecting residents,In Progress,Website,High,,nan
GRV-1328,2024-12-26,2025-01-19,Ward-10,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Website,Low,,5.0
GRV-1329,2025-02-25,,Ward-03,Noise & Pollution,Loud music from nearby event venue,Open,Mobile App,Low,63.0,nan
GRV-1330,2025-11-03,,Ward-11,Street Lighting,Short circuit sparks from street light,In Progress,WhatsApp,Low,68.0,nan
GRV-1331,2025-09-15,2025-09-25,Ward-12,Noise & Pollution,Burning of garbage creating air pollution,Resolved,Website,Low,,4.0
GRV-1332,2025-09-02,,Ward-11,Road & Infrastructure,Road construction debris not cleared,In Progress,Walk-In,Medium,42.0,nan
GRV-1333,2025-10-17,,Ward-04,Road & Infrastructure,Speed breaker removed without notice,Open,Mobile App,Low,42.0,nan
GRV-1334,2025-02-26,,Ward-06,Street Lighting,Broken street light reported multiple times,In Progress,Phone Call,Critical,19.0,nan
GRV-1335,2025-03-09,,Ward-06,Public Property,Tree fallen on parked vehicles,Open,Website,Critical,51.0,nan
GRV-1336,2025-11-06,2025-12-03,Ward-16,Street Lighting,Short circuit sparks from street light,Closed,Mobile App,Low,31.0,1.0
GRV-1337,2025-11-18,,Ward-08,Street Lighting,Broken street light reported multiple times,In Progress,Walk-In,Medium,68.0,nan
GRV-1338,2025-01-30,,Ward-20,Water Supply,No water supply for 3 days,Open,Website,Low,66.0,nan
GRV-1339,2025-02-26,,Ward-09,Water Supply,No water supply for 3 days,In Progress,Phone Call,High,25.0,nan
GRV-1340,2025-04-21,,Ward-19,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,WhatsApp,Low,42.0,nan
GRV-1341,2026-01-09,,Ward-17,Sewage & Drainage,Foul smell from open drainage channel,Open,Website,High,69.0,nan
GRV-1342,2025-11-11,2025-11-22,Ward-04,Road & Infrastructure,Road construction debris not cleared,Resolved,Walk-In,Critical,54.0,3.0
GRV-1343,2024-10-19,2024-10-31,Ward-11,Street Lighting,Electric pole fallen on road – dangerous,Resolved,WhatsApp,Critical,64.0,5.0
GRV-1344,2025-01-19,,Ward-17,Noise & Pollution,Factory emitting foul-smelling smoke,Open,Website,Medium,25.0,nan
GRV-1345,2026-02-27,,Ward-11,Water Supply,No water supply for 3 days,Open,Website,Medium,49.0,nan
GRV-1346,2026-02-03,2026-02-17,Ward-05,Waste Management,Garbage truck does not come on schedule,Closed,Phone Call,Critical,56.0,2.0
GRV-1347,2025-01-20,,Ward-20,Road & Infrastructure,Road completely waterlogged after rain,In Progress,Phone Call,Medium,39.0,nan
GRV-1348,2024-10-12,,Ward-19,Sewage & Drainage,Sewage mixing with drinking water pipeline,In Progress,Phone Call,Medium,51.0,nan
GRV-1349,2024-12-09,,Ward-04,Water Supply,Dirty/contaminated water coming from tap,Open,Website,Medium,21.0,nan
GRV-1350,2024-10-20,,Ward-09,Noise & Pollution,Construction noise beyond permitted hours,In Progress,WhatsApp,Medium,43.0,nan
GRV-1351,2025-11-09,,,Public Property,Park benches broken and vandalised,In Progress,Walk-In,Medium,74.0,nan
GRV-1352,2025-01-27,2025-01-30,Ward-13,Public Property,Encroachment on footpath by shop owners,Resolved,Walk-In,High,41.0,2.0
GRV-1353,2024-11-24,,Ward-04,Waste Management,Garbage not collected for a week,In Progress,Walk-In,Low,41.0,nan
GRV-1354,2025-03-08,,,Road & Infrastructure,Speed breaker removed without notice,Open,Walk-In,Medium,63.0,nan
GRV-1355,2024-12-15,2024-12-19,Ward-02,Noise & Pollution,Dust from road construction affecting residents,Closed,Walk-In,Medium,36.0,4.0
GRV-1356,2025-09-15,,Ward-16,Sewage & Drainage,Foul smell from open drainage channel,Rejected,WhatsApp,Medium,35.0,nan
GRV-1357,2026-01-19,2026-02-16,Ward-11,Waste Management,No waste bins available in the area,Closed,WhatsApp,Medium,71.0,1.0
GRV-1358,2025-04-16,2025-05-13,Ward-07,Noise & Pollution,Burning of garbage creating air pollution,Resolved,Walk-In,Low,32.0,4.0
GRV-1359,2024-12-14,2024-12-19,Ward-10,Road & Infrastructure,Road completely waterlogged after rain,Closed,Phone Call,High,74.0,2.0
GRV-1360,2024-11-19,,Ward-12,Public Property,Stray dogs attacking residents near park,Open,WhatsApp,Critical,47.0,nan
GRV-1361,2025-11-30,,Ward-19,Noise & Pollution,Burning of garbage creating air pollution,Open,WhatsApp,Medium,22.0,nan
GRV-1362,2024-11-18,,Ward-05,Street Lighting,Electric pole fallen on road – dangerous,Rejected,Phone Call,Low,53.0,nan
GRV-1363,2025-07-22,,Ward-15,Public Property,Park benches broken and vandalised,Open,Phone Call,High,,nan
GRV-1364,2025-03-31,2025-04-25,Ward-09,Waste Management,Overflowing dustbin near bus stop,Resolved,WhatsApp,Medium,48.0,1.0
GRV-1365,2025-11-12,2025-12-10,Ward-19,Waste Management,Garbage not collected for a week,Resolved,Walk-In,Low,24.0,4.0
GRV-1366,2025-06-27,,Ward-08,Public Property,Encroachment on footpath by shop owners,Open,Mobile App,Low,71.0,nan
GRV-1367,2025-04-23,,Ward-05,Road & Infrastructure,Speed breaker removed without notice,Open,Mobile App,Critical,,nan
GRV-1368,2025-06-07,2025-06-25,Ward-16,Waste Management,No waste bins available in the area,Resolved,Website,Medium,50.0,2.0
GRV-1369,2025-04-21,,Ward-02,Noise & Pollution,Burning of garbage creating air pollution,Open,Mobile App,Medium,24.0,nan
GRV-1370,2026-02-04,2026-02-09,Ward-02,Waste Management,Garbage truck does not come on schedule,Resolved,Walk-In,Medium,38.0,3.0
GRV-1371,2025-08-01,2025-08-13,Ward-02,Noise & Pollution,Factory emitting foul-smelling smoke,Closed,Website,High,74.0,1.0
GRV-1372,2025-03-27,2025-04-21,Ward-01,Waste Management,Illegal dumping of waste on street,Closed,Phone Call,Medium,24.0,1.0
GRV-1373,2025-09-19,,Ward-18,Water Supply,Dirty/contaminated water coming from tap,Open,WhatsApp,Medium,56.0,nan
GRV-1374,2026-02-06,,Ward-07,Waste Management,Garbage truck does not come on schedule,In Progress,Mobile App,Medium,38.0,nan
GRV-1375,2024-12-05,2024-12-24,Ward-06,Public Property,Stray dogs attacking residents near park,Resolved,Mobile App,High,56.0,4.0
GRV-1376,2025-05-31,,Ward-07,Noise & Pollution,Burning of garbage creating air pollution,In Progress,Walk-In,Medium,24.0,nan
GRV-1377,2025-10-18,2025-11-02,Ward-17,Public Property,Stray dogs attacking residents near park,Resolved,Phone Call,Low,73.0,4.0
GRV-1378,2025-10-16,,Ward-05,Public Property,Park benches broken and vandalised,Open,Website,Medium,43.0,nan
